District,Province,Year,Broadband Internet Score,Mobile Internet Score,Key Structure Internet Access Score,Accessibility to Hospitals Score,Accessibility to Schools Score,Railway Heatwave Score,Road Heatwave Score,Road Flood Score,Railway Flood Score,Emissions Normalized Score,Air Quality Score,Deforestation Score,Emissions Score,Luminosity per Capita Score,Luminosity per Area Score,Built Area Development Score,Tourism Score,Agricultural Land Score,Infrastructure Score,Livability Score,Prosperity Score,canonical_Province,canonical_District,local_taxes,fees_charges,licences,levies,permits,com_ventures,total_OSR,osr_source_Province,osr_source_District,osr_match_status,osr_match_notes
Limulunga,Western,2024,44.0,81.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,30.0,19.0,91.0,32.0,65.0,67.0,61.0,45.0,78.0,47.8,49.25,63.2,Western,Limulunga,18523.0,655413.0,54724.0,712964.0,72608.0,45340.0,1559572.0,Western,Limulunga,matched,
Livingstone,Southern,2024,97.0,86.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,25.0,17.0,99.0,52.0,9.0,96.0,9.0,45.0,34.0,69.8,51.88,38.6,Southern,Livingstone,240714.1,11842550.0,867808.0,4215065.0,7135251.0,0.0,61323214.7,Southern,Livingstone City Council,matched,council suffix removed: Livingstone City Council -> Livingstone
Luampa,Western,2024,44.0,21.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,13.0,18.0,69.0,5.0,97.0,56.99999999999999,94.0,45.0,53.0,35.8,40.88,69.2,Western,Luampa,14332.0,202748.0,127013.0,310090.0,1990.0,0.0,656173.0,Western,Luampa,matched,
Luangwa,Lusaka,2024,44.0,93.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,20.0,82.0,84.0,23.0,88.0,76.0,80.0,45.0,43.0,60.6,53.88,66.4,Lusaka,Luangwa,22292.0,1058363.0,115432.0,1377443.0,117783.0,66760.0,2799363.0,Lusaka,Luangwa,matched,
Luano,Central,2024,44.0,14.000000000000002,32.0,41.0,41.0,53.0,59.0,59.0,51.0,16.0,69.0,85.0,9.0,92.0,76.0,91.0,45.0,82.0,34.4,50.12,77.2,Central,Luano,28466.0,212235.0,73327.0,138050.0,140387.0,-74987.0,2474576.0,Central,Luano,matched,
Luanshya,Copperbelt,2024,89.0,47.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,20.0,5.0,70.0,45.0,5.0,93.0,4.0,45.0,12.0,60.4,45.25,31.8,Copperbelt,Luanshya,130171.7,4246210.36,574198.3,1775250.68,2164261.7,22353.0,48779706.53,Copperbelt,Luanshya Municipal Council,matched,council suffix removed: Luanshya Municipal Council -> Luanshya
Lufwanyama,Copperbelt,2024,44.0,91.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,6.0,8.0,90.0,1.0,78.0,81.0,94.0,45.0,46.0,60.2,40.88,68.8,Copperbelt,Lufwanyama,86921.0,2747345.0,498966.0,269427.0,615632.0,26723.0,21827691.0,Copperbelt,Lufwanyama,matched,
Lukulu,Western,2024,44.0,94.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,6.0,18.0,74.0,3.0,81.0,70.0,71.0,45.0,86.0,60.8,40.38,70.6,Western,Lukulu,18720.0,620888.0,24200.0,492818.0,16810.0,26017.0,1199453.0,Western,Lukulu,matched,
Lumezi,Eastern,2024,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,23.0,74.0,3.0,12.0,63.0,61.0,88.0,45.0,80.0,33.0,41.75,67.4,Eastern,Lumezi,9678.0,378320.0,8900.0,164333.0,24977.0,71620.22,657828.22,Eastern,Lumezi,matched,
Lundazi,Eastern,2024,44.0,80.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,49.0,81.0,3.0,60.0,2.0,69.0,51.0,45.0,86.0,47.6,51.88,50.6,Eastern,Lundazi,76653.0,2349082.0,146536.0,763055.0,395834.0,280871.0,4110759.0,Eastern,Lundazi,matched,
Lunga,Luapula,2024,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,52.0,49.0,91.0,52.0,78.0,42.0,74.0,45.0,17.0,43.4,58.25,51.2,Luapula,Lunga,5498.0,17200.0,0.0,32405.0,0.0,15756.0,70859.0,Luapula,Lunga,matched,
Lunte,Northern,2024,44.0,22.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,10.0,57.99999999999999,79.0,6.0,73.0,52.0,92.0,45.0,7.000000000000001,46.4,46.88,53.8,Northern,Lunte,15235.0,111466.0,3990.0,452653.0,6780.0,0.0,590124.0,Northern,Lunte,matched,
Lupososhi,Northern,2024,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,8.0,39.0,67.0,11.0,53.0,46.0,100.0,45.0,3.0,43.4,43.38,49.4,Northern,Lupososhi,13409.0,211599.0,175334.0,13881.0,240.0,0.0,414463.0,Northern,Lupososhi,matched,
Lusaka,Lusaka,2024,95.0,88.0,64.0,41.0,41.0,53.0,59.0,59.0,51.0,0.0,1.0,83.0,21.0,3.0,99.0,1.0,45.0,36.0,65.8,40.88,36.8,Lusaka,Lusaka,3543268.0,101118185.0,5687962.0,53605233.0,79476872.0,8762631.0,392743158.0,Lusaka,Lusaka City Council,matched,council suffix removed: Lusaka City Council -> Lusaka
Lusangazi,Eastern,2024,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,74.0,68.0,39.0,74.0,47.0,82.0,99.0,45.0,69.0,33.0,59.62,68.4,Eastern,Lusangazi,9438.0,290911.0,15750.0,108112.0,24940.0,0.0,449151.0,Eastern,Lusangazi,matched,
Luwingu,Northern,2024,44.0,63.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,11.0,46.0,69.0,12.0,56.00000000000001,56.99999999999999,72.0,45.0,8.0,44.2,45.0,47.6,Northern,Luwingu,37968.0,843829.0,69915.0,411529.0,88258.0,0.0,1549673.0,Northern,Luwingu,matched,
Mafinga,Muchiga,2024,44.0,59.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,17.0,82.0,10.0,19.0,45.0,42.0,47.0,45.0,35.0,43.4,43.75,42.8,Muchinga,Mafinga,31905.0,918265.0,2790.0,241578.0,83401.0,0.0,1277939.0,Muchinga,Mafinga,matched,score province normalized: Muchiga -> Muchinga
Mambwe,Eastern,2024,98.0,94.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,25.0,63.0,22.0,20.0,56.99999999999999,69.0,87.0,45.0,62.0,61.2,44.0,64.0,Eastern,Mambwe,30968.0,872130.0,33400.0,714013.0,274395.0,5659.0,5161633.0,Eastern,Mambwe,matched,
Mansa,Luapula,2024,44.0,44.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,5.0,30.0,71.0,4.0,37.0,84.0,54.0,45.0,11.0,40.4,41.5,46.2,Luapula,Mansa,110088.0,4473933.0,161162.0,3063619.0,1854578.0,431321.0,13923254.0,Luapula,Mansa Municipal Council,matched,council suffix removed: Mansa Municipal Council -> Mansa
Manyinga,North-Western,2024,44.0,100.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,12.0,12.0,52.0,8.0,75.0,45.0,88.0,45.0,38.0,51.6,38.25,58.2,North-Western,Manyinga,25053.0,529405.0,8667.0,1549468.0,16710.0,253513.0,2382816.0,North Western,Manyinga,matched,province normalized: North Western -> North-Western
Masaiti,Copperbelt,2024,44.0,75.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,14.000000000000002,21.0,27.0,18.0,33.0,86.0,70.0,45.0,48.0,46.6,37.75,56.4,Copperbelt,Masaiti,11349.0,389034.0,1938.0,2366089.0,193446.0,21626.0,16636796.0,Copperbelt,Masaiti,matched,
Mazabuka,Southern,2024,92.0,68.0,66.0,41.0,41.0,53.0,59.0,59.0,51.0,28.000000000000004,11.0,76.0,31.0,33.0,87.0,12.0,45.0,97.0,61.6,46.0,54.8,Southern,Mazabuka,64335.0,4114572.0,1575612.0,191058.0,1659866.0,6947.0,12755437.0,Southern,Mazabuka Municipal Council,matched,council suffix removed: Mazabuka Municipal Council -> Mazabuka
Mbala,Northern,2024,94.0,19.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,23.0,76.0,17.0,29.0,27.0,70.0,77.0,45.0,44.0,45.4,45.88,52.6,Northern,Mbala,47331.5,2181104.7,4050.0,393498.0,316508.97,2256.33,4164828.95,Northern,Mbala Municipal Council,matched,council suffix removed: Mbala Municipal Council -> Mbala
Milengi,Luapula,2024,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,3.0,36.0,53.0,5.0,87.0,77.0,97.0,45.0,4.0,43.4,39.88,62.0,Luapula,Milengi,23167.0,451029.0,2020.0,126013.0,8281.0,124504.0,735014.0,Luapula,Milenge,matched,district spelling normalized: Milenge -> Milengi
Mitete,Western,2024,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,22.0,21.0,89.0,17.0,95.0,56.00000000000001,99.0,45.0,78.0,43.4,46.38,74.6,Western,Mitete,13553.0,87000.0,50.0,12000.0,0.0,53547.0,166150.0,Western,Mitete,matched,
Mkushi,Central,2024,44.0,59.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,21.0,62.0,70.0,12.0,56.00000000000001,78.0,61.0,45.0,96.0,43.4,48.38,67.2,Central,Mkushi,88457.0,1301777.0,43200.0,4694326.0,658306.0,17819.0,6842939.0,Central,Mkushi,matched,
Mongu,Western,2024,44.0,88.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,41.0,19.0,87.0,34.0,42.0,79.0,24.0,45.0,73.0,49.2,50.38,52.6,Western,Mongu,103437.0,3136017.0,129383.0,2095496.0,1718588.0,0.0,8446391.0,Western,Mongu Municipal Council,matched,council suffix removed: Mongu Municipal Council -> Mongu
Monze,Southern,2024,44.0,85.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,44.0,22.0,55.00000000000001,41.0,23.0,79.0,41.0,45.0,94.0,48.6,48.0,56.4,Southern,Monze,72491.0,2267875.0,342454.0,3152148.0,743425.0,46483.0,7723198.0,Southern,Monze,matched,
Mpika,Muchiga,2024,44.0,64.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,16.0,64.0,24.0,4.0,88.0,68.0,18.0,45.0,79.0,44.4,41.25,59.6,Muchinga,Mpika,82699.0,4682138.0,81532.0,1148948.0,1280757.0,283548.0,11186931.0,Muchinga,Mpika,matched,score province normalized: Muchiga -> Muchinga
Mpongwe,Copperbelt,2024,44.0,36.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,4.0,30.0,77.0,2.0,67.0,80.0,91.0,45.0,94.0,38.8,41.88,75.4,Copperbelt,Mpongwe,13408.0,1561613.0,59991.0,3735670.0,322821.0,0.0,5999887.0,Copperbelt,Mpongwe,matched,
Mporokoso,Northern,2024,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,3.0,47.0,64.0,7.000000000000001,62.0,51.0,73.0,45.0,1.0,43.4,42.88,46.4,Northern,Mporokoso,27044.0,305709.0,20100.0,199841.0,61930.0,0.0,640989.0,Northern,Mporokoso,matched,
Mpulungu,Northern,2024,44.0,19.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,8.0,67.0,13.0,4.0,66.0,65.0,25.0,45.0,30.0,45.8,39.25,46.2,Northern,Mpulungu,33846.0,1337345.0,81125.0,897449.86,190896.0,0.0,4241233.09,Northern,Mpulungu,matched,
Mufulira,Copperbelt,2024,96.0,75.0,66.0,41.0,41.0,53.0,59.0,59.0,51.0,31.0,5.0,42.0,47.0,12.0,91.0,14.000000000000002,45.0,28.000000000000004,63.8,43.38,38.0,Copperbelt,Mufulira,154389.0,10798292.0,346792.0,1680237.0,2622237.0,76332.0,62404360.0,Copperbelt,Mufulira Municipal Council,matched,council suffix removed: Mufulira Municipal Council -> Mufulira
Mufumbwe,North-Western,2024,44.0,73.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,5.0,27.0,90.0,0.0,99.0,80.0,74.0,45.0,83.0,46.2,43.0,76.2,North-Western,Mufumbwe,88189.0,804358.0,154400.0,541075.0,146965.0,-3817.0,1731170.0,North Western,Mufumbwe,matched,province normalized: North Western -> North-Western
Mulobezi,Western,2024,44.0,23.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,27.0,24.0,88.0,11.0,100.0,65.0,31.0,45.0,48.0,46.6,46.5,57.8,Western,Mulobezi,15630.0,595644.44,2538.0,73523.0,45812.0,49010.0,782157.44,Western,Mulobezi,matched,
Mumbwa,Central,2024,44.0,37.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,12.0,21.0,96.0,1.0,67.0,82.0,74.0,45.0,100.0,39.0,44.0,73.6,Central,Mumbwa,60552.0,6317310.0,674646.0,3771696.0,1973344.0,8514.0,14838063.0,Central,Mumbwa,matched,
Mungwi,Northern,2024,44.0,16.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,16.0,75.0,15.0,8.0,54.0,65.0,59.0,45.0,47.0,34.8,42.0,54.0,Northern,Mungwi,40351.0,1149140.0,6594.0,206759.0,42890.0,78976.0,1560378.0,Northern,Mungwi,matched,
Mushindano,North-Western,2024,44.0,29.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,21.0,8.0,72.0,10.0,97.0,73.0,100.0,45.0,20.0,47.8,41.62,67.0,North-Western,Mushindano,19725.0,3009926.0,95171.0,39652.0,4295.0,0.0,3168769.0,North Western,Mushindamo,matched,province normalized: North Western -> North-Western; district spelling normalized: Mushindamo -> Mushindano
Mwandi,Western,2024,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,26.0,32.0,97.0,21.0,97.0,73.0,12.0,45.0,65.0,43.4,49.75,58.4,Western,Mwandi,14090.0,346635.0,8089.0,135832.0,46180.0,0.0,550826.0,Western,Mwandi,matched,
Mwansabombwe,Luapula,2024,44.0,18.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,9.0,14.000000000000002,85.0,33.0,23.0,75.0,47.0,45.0,2.0,45.6,45.38,38.4,Luapula,Mwansabombwe,73225.0,1106072.0,8066.0,704727.0,72700.0,0.0,1964790.0,Luapula,Mwansabombwe,matched,
Mwense,Luapula,2024,44.0,18.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,5.0,25.0,24.0,14.000000000000002,31.0,85.0,45.0,45.0,4.0,35.2,36.25,42.0,Luapula,Mwense,37183.0,1191362.0,20344.0,343402.0,192812.0,665323.0,5681919.0,Luapula,Mwense,matched,
Mwinilunga,North-Western,2024,44.0,91.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,15.0,8.0,45.0,2.0,91.0,52.0,80.0,45.0,20.0,49.8,36.5,57.6,North-Western,Mwinilunga,27348.0,1386947.0,620460.0,1192631.0,137101.0,124740.0,3489227.0,North Western,Mwinilunga,matched,province normalized: North Western -> North-Western
Nakonde,Muchiga,2024,92.0,27.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,20.0,92.0,3.0,19.0,34.0,71.0,7.000000000000001,45.0,46.0,46.6,44.5,40.6,Muchinga,Nakonde,30757.0,33606964.0,189266.0,1894983.0,1503407.0,137750.0,37363127.0,Muchinga,Nakonde,matched,score province normalized: Muchiga -> Muchinga
Nalolo,Western,2024,44.0,68.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,43.0,27.0,89.0,39.0,65.0,59.0,75.0,45.0,81.0,55.6,52.5,65.0,Western,Nalolo,18308.0,221396.0,2650.0,247896.0,600.0,0.0,490850.0,Western,Nalolo,matched,
Namwala,Southern,2024,44.0,84.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,43.0,13.0,96.0,36.0,43.0,71.0,53.0,45.0,97.0,58.8,51.25,61.8,Southern,Namwala,120296.0,1528163.0,61150.0,2868100.0,374152.0,26533.0,5060643.0,Southern,Namwala,matched,
Nchelenge,Luapula,2024,99.0,66.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,23.0,13.0,50.0,26.0,19.0,65.0,64.0,45.0,3.0,66.2,41.75,39.2,Luapula,Nchelenge,33265.0,2396840.0,30156.0,712736.0,85207.0,-47980.0,3218484.0,Luapula,Nchelenge,matched,
Ndola,Copperbelt,2024,95.0,81.0,66.0,41.0,41.0,53.0,59.0,59.0,51.0,2.0,5.0,9.0,26.0,4.0,98.0,7.000000000000001,45.0,30.0,64.8,33.0,36.8,Copperbelt,Ndola,204511.0,20526835.0,8932905.0,420868.0,16890946.0,3649.0,100999264.0,Copperbelt,Ndola City Council,matched,council suffix removed: Ndola City Council -> Ndola
Ngabwe,Central,2024,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,9.0,35.0,93.0,6.0,98.0,72.0,100.0,45.0,84.0,33.0,45.62,79.8,Central,Ngabwe,8169.0,1566295.0,36000.0,153051.0,1418.0,40244.0,1805177.0,Central,Ngabwe,matched,
Nkeyema,Western,2024,44.0,97.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,17.0,19.0,98.0,21.0,50.0,81.0,92.0,45.0,83.0,61.4,47.12,70.2,Western,Nkeyema,19553.0,716523.0,11100.0,118102.0,46599.0,5593.0,1156718.0,Western,Nkeyema,matched,
Nsama,Northern,2024,44.0,88.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,6.0,54.0,4.0,5.0,87.0,79.0,87.0,45.0,29.0,49.2,36.38,65.4,Northern,Nsama,0.0,181145.0,1370.0,544273.0,31605.0,25841.0,791134.0,Northern,Nsama,matched,
Nyimba,Eastern,2024,44.0,92.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,17.0,69.0,87.0,8.0,77.0,82.0,57.99999999999999,45.0,84.0,50.0,50.38,69.2,Eastern,Nyimba,28672.0,2467561.0,46588.0,1242878.0,633861.0,78912.0,5207177.0,Eastern,Nyimba,matched,
Pemba,Southern,2024,44.0,89.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,53.0,33.0,85.0,62.0,25.0,66.0,79.0,45.0,74.0,49.4,56.88,57.8,Southern,Pemba,26460.0,147647.0,106050.0,550761.0,109474.0,9987.0,950379.0,Southern,Pemba,matched,
Petauke,Eastern,2024,44.0,86.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,17.0,81.0,99.0,22.0,14.000000000000002,79.0,43.0,45.0,98.0,48.8,55.12,55.8,Eastern,Petauke,71375.0,2513729.0,54060.0,967314.0,1277054.0,82161.0,6727675.0,Eastern,Petauke,matched,
Rufunsa,Lusaka,2024,44.0,72.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,18.0,77.0,79.0,10.0,91.0,77.0,97.0,45.0,54.0,56.4,50.75,72.8,Lusaka,Rufunsa,20985.0,625613.0,86206.0,398954.0,233862.0,230203.0,1595823.0,Lusaka,Rufunsa,matched,
Samfya,Luapula,2024,44.0,78.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,12.0,44.0,25.0,18.0,23.0,44.0,68.0,45.0,55.00000000000001,57.6,40.12,47.0,Luapula,Samfya,30750.0,910494.0,38735.0,742712.0,439513.0,17660.0,2851388.0,Luapula,Samfya,matched,
Senanga,Western,2024,44.0,35.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,41.0,25.0,88.0,24.0,80.0,62.0,20.0,45.0,66.0,49.0,50.0,54.6,Western,Senanga,47409.0,903974.0,456979.0,201562.0,158030.0,28088.0,1836891.0,Western,Senanga,matched,
Senga Hill,Northern,2024,44.0,13.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,28.000000000000004,77.0,14.000000000000002,26.0,48.0,54.0,87.0,45.0,26.0,44.6,45.88,52.0,Northern,Senga Hill,10318.0,905077.0,138468.0,125.0,2700.0,55969.0,1122657.0,Northern,Senga Hill,matched,
Serenje,Central,2024,44.0,20.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,9.0,61.0,88.0,3.0,69.0,75.0,62.0,45.0,81.0,35.6,47.88,66.4,Central,Serenje,77614.0,5282549.0,283570.0,1520496.0,705550.0,10654.0,8349605.0,Central,Serenje,matched,
Sesheke,Western,2024,44.0,86.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,19.0,30.0,99.0,8.0,97.0,80.0,23.0,45.0,66.0,48.8,47.25,62.2,Western,Sesheke,37088.0,5470959.0,175740.0,1089689.0,270530.0,36000.0,7234276.0,Western,Sesheke,matched,
Shangombo,Western,2024,44.0,48.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,40.0,29.0,95.0,30.0,90.0,69.0,87.0,45.0,74.0,41.2,52.0,73.0,Western,Shangombo,14177.0,504686.0,19582.0,1568293.0,12136.0,0.0,2118874.0,Western,Shang'ombo,matched,district spelling normalized: Shang'ombo -> Shangombo
Shibuyunji,Central,2024,44.0,29.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,37.0,6.0,98.0,46.0,24.0,83.0,76.0,45.0,86.0,37.4,51.12,62.8,Central,Shibuyunji,62406.0,792295.0,55600.0,236461.0,160072.0,0.0,6774770.0,Central,Shibuyunji,matched,
Shiwang'Andu,Muchiga,2024,44.0,69.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,7.000000000000001,73.0,9.0,4.0,89.0,68.0,50.0,45.0,20.0,45.4,39.38,54.4,Muchinga,Shiwang'Andu,26255.0,774953.0,75180.0,275767.0,80800.0,0.0,1244592.0,Muchinga,Shiwang'andu,matched,score province normalized: Muchiga -> Muchinga; score district normalized: Shiwang'Andu -> Shiwang'andu
Siavonga,Southern,2024,97.0,87.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,11.0,50.0,91.0,21.0,55.00000000000001,86.0,16.0,45.0,56.00000000000001,70.0,49.38,51.6,Southern,Siavonga,49231.0,790434.0,144205.0,11023556.0,399265.0,172133.0,20754017.0,Southern,Siavonga,matched,
Sikongo,Western,2024,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,39.0,28.000000000000004,92.0,28.000000000000004,89.0,62.0,28.000000000000004,45.0,85.0,43.4,51.12,61.8,Western,Sikongo,12158.0,93840.0,3110.0,76537.0,1200.0,0.0,186845.0,Western,Sikongo,matched,
Sinazongwe,Southern,2024,44.0,82.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,19.0,24.0,61.0,19.0,41.0,79.0,48.0,45.0,77.0,48.0,43.12,58.0,Southern,Sinazongwe,55954.0,3505387.0,140810.0,1926445.0,106710.0,15558.0,10788461.0,Southern,Sinazongwe,matched,
Sinda,Eastern,2024,44.0,64.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,54.0,78.0,100.0,59.0,9.0,64.0,80.0,45.0,96.0,44.4,64.12,58.8,Eastern,Sinda,17338.0,878827.0,306233.0,134452.0,108550.0,0.0,1489581.0,Eastern,Sinda,matched,
Sioma,Western,2024,44.0,83.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,24.0,29.0,99.0,14.000000000000002,86.0,70.0,66.0,45.0,80.0,48.2,48.5,69.4,Western,Sioma,17730.0,590391.0,4050.0,401686.0,7150.0,0.0,1021007.0,Western,Sioma,matched,
Solwezi,North-Western,2024,98.0,96.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,1.0,8.0,78.0,1.0,31.0,93.0,91.0,45.0,10.0,72.0,38.75,54.0,North-Western,Solwezi,272227.0,5236125.0,293966.0,2998005.0,3089074.0,0.0,83321992.0,North Western,Solwezi Municipal Council,matched,province normalized: North Western -> North-Western; council suffix removed: Solwezi Municipal Council -> Solwezi
Vubwi,Eastern,2024,44.0,69.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,27.0,57.99999999999999,72.0,50.0,18.0,53.0,82.0,45.0,60.0,45.4,53.62,51.6,Eastern,Vubwi,24588.0,517339.0,5435.0,169084.0,11630.0,19867.0,747943.0,Eastern,Vubwi,matched,
Zambezi,North-Western,2024,44.0,82.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,8.0,12.0,60.0,2.0,91.0,56.99999999999999,49.0,45.0,69.0,48.0,38.0,62.2,North-Western,Zambezi,47655.0,503637.0,66756.0,465225.0,45163.0,0.0,1259513.0,North Western,Zambezi,matched,province normalized: North Western -> North-Western
Zimba,Southern,2024,44.0,96.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,46.0,34.0,30.0,40.0,56.00000000000001,57.99999999999999,46.0,45.0,82.0,50.8,46.5,57.4,Southern,Zimba,0.0,1142745.0,73783.0,597781.0,258656.0,79825.0,2309354.0,Southern,Zimba,matched,
Chadiza,Eastern,2025,44.0,84.0,32.0,91.0,100.0,53.0,9.0,17.0,51.0,59.0,86.0,94.0,68.0,7.000000000000001,26.0,36.0,45.0,75.0,70.2,54.62,37.8,Eastern,Chadiza,,,,,,,,,,no_osr_for_year,
Chama,Muchiga,2025,44.0,94.0,84.0,89.0,87.0,53.0,11.0,7.000000000000001,51.0,64.0,81.0,16.0,49.0,78.0,17.0,57.99999999999999,95.0,30.0,79.6,41.5,55.6,Muchinga,Chama,,,,,,,,,,no_osr_for_year,
Chasefu,Eastern,2025,44.0,28.000000000000004,32.0,95.0,99.0,53.0,13.0,8.0,51.0,65.0,85.0,48.0,70.0,17.0,7.000000000000001,79.0,45.0,62.0,59.6,49.12,42.0,Eastern,Chasefu,,,,,,,,,,no_osr_for_year,
Chavuma,North-Western,2025,44.0,7.000000000000001,32.0,96.0,99.0,53.0,6.0,3.0,51.0,73.0,43.0,16.0,72.0,64.0,6.0,24.0,92.0,36.0,55.6,39.62,44.4,North-Western,Chavuma,,,,,,,,,,no_osr_for_year,
Chembe,Luapula,2025,44.0,91.0,32.0,100.0,99.0,53.0,9.0,1.0,51.0,69.0,15.0,82.0,73.0,52.0,62.0,81.0,45.0,31.0,73.2,44.12,54.2,Luapula,Chembe,,,,,,,,,,no_osr_for_year,
Chibombo,Central,2025,44.0,79.0,32.0,83.0,91.0,4.0,11.0,12.0,51.0,56.99999999999999,38.0,97.0,48.0,28.000000000000004,83.0,96.0,97.0,96.0,65.8,39.75,80.0,Central,Chibombo,,,,,,,,,,no_osr_for_year,
Chiengi,Luapula,2025,44.0,20.0,32.0,95.0,94.0,53.0,8.0,4.0,51.0,68.0,9.0,38.0,69.0,16.0,31.0,67.0,45.0,6.0,57.0,37.5,33.0,Luapula,Chiengi,,,,,,,,,,no_osr_for_year,
Chifunabuli,Luapula,2025,44.0,21.0,32.0,95.0,84.0,53.0,9.0,6.0,51.0,67.0,66.0,86.0,71.0,22.0,8.0,84.0,45.0,24.0,55.2,51.12,36.6,Luapula,Chifunabuli,,,,,,,,,,no_osr_for_year,
Chikankanta,Southern,2025,44.0,41.0,84.0,91.0,89.0,0.0,12.0,8.0,1.0,56.99999999999999,31.0,96.0,64.0,36.0,76.0,73.0,95.0,80.0,69.8,33.62,72.0,Southern,Chikankanta,,,,,,,,,,no_osr_for_year,
Chilanga,Lusaka,2025,44.0,74.0,32.0,41.0,41.0,2.0,16.0,16.0,51.0,34.0,8.0,17.0,49.0,18.0,96.0,61.0,96.0,74.0,46.4,24.12,69.0,Lusaka,Chilanga,,,,,,,,,,no_osr_for_year,
Chililabombwe,Copperbelt,2025,44.0,76.0,32.0,86.0,41.0,53.0,59.0,16.0,2.0,21.0,29.0,56.99999999999999,44.0,14.000000000000002,91.0,51.0,45.0,11.0,55.8,35.12,42.4,Copperbelt,Chililabombwe,,,,,,,,,,no_osr_for_year,
Chilubi,Northern,2025,44.0,17.0,32.0,96.0,91.0,53.0,1.0,59.0,51.0,70.0,77.0,36.0,69.0,45.0,13.0,87.0,45.0,56.00000000000001,56.0,52.0,49.2,Northern,Chilubi,,,,,,,,,,no_osr_for_year,
